Community Code,Community,County Code,County Description,Year,Sample Date,Beach Name,Beach Type Description,Organism,Indicator Level,Violation
300,Truro,001,Barnstable,2024,2024-06-25 00:00:00,Pamet Harbor,Marine,Enterococci,164,Yes
300,Truro,001,Barnstable,2024,2024-07-23 00:00:00,Pamet Harbor,Marine,Enterococci,10,No
300,Truro,001,Barnstable,2024,2024-08-20 00:00:00,Pamet Harbor,Marine,Enterococci,5,No
300,Truro,001,Barnstable,2024,2024-06-26 00:00:00,Pamet Harbor,Marine,Enterococci,5,No
300,Truro,001,Barnstable,2024,2024-07-16 00:00:00,Pamet Harbor,Marine,Enterococci,5,No
300,Truro,001,Barnstable,2024,2024-08-13 00:00:00,Pamet Harbor,Marine,Enterococci,5,No
300,Truro,001,Barnstable,2024,2024-07-01 00:00:00,Pamet Harbor,Marine,Enterococci,5,No
300,Truro,001,Barnstable,2024,2024-06-17 00:00:00,Pamet Harbor,Marine,Enterococci,5,No
300,Truro,001,Barnstable,2024,2024-06-11 00:00:00,Pamet Harbor,Marine,Enterococci,5,No
300,Truro,001,Barnstable,2024,2024-08-27 00:00:00,Pamet Harbor,Marine,Enterococci,10,No
351,Yarmouth,001,Barnstable,2024,2024-07-15 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-08-19 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-08-07 00:00:00,Parkers River East,Marine,Enterococci,42,No
351,Yarmouth,001,Barnstable,2024,2024-06-17 00:00:00,Parkers River East,Marine,Enterococci,10,No
351,Yarmouth,001,Barnstable,2024,2024-07-01 00:00:00,Parkers River East,Marine,Enterococci,10,No
351,Yarmouth,001,Barnstable,2024,2024-06-25 00:00:00,Parkers River East,Marine,Enterococci,20,No
351,Yarmouth,001,Barnstable,2024,2024-06-10 00:00:00,Parkers River East,Marine,Enterococci,10,No
351,Yarmouth,001,Barnstable,2024,2024-05-29 00:00:00,Parkers River East,Marine,Enterococci,10,No
351,Yarmouth,001,Barnstable,2024,2024-07-29 00:00:00,Parkers River East,Marine,Enterococci,20,No
351,Yarmouth,001,Barnstable,2024,2024-07-22 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-07-08 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-06-03 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-05-22 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-08-26 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-08-12 00:00:00,Parkers River East,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-06-03 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-06-25 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-07-22 00:00:00,Parkers River West,Marine,Enterococci,10,No
351,Yarmouth,001,Barnstable,2024,2024-05-22 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-07-08 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-08-19 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-08-26 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-08-12 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-05-29 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-06-17 00:00:00,Parkers River West,Marine,Enterococci,5,No
351,Yarmouth,001,Barnstable,2024,2024-07-29 00:00:00,Parkers River West,Marine,Enterococci,20,No
351,Yarmouth,001,Barnstable,2024,2024-08-07 00:00:00,Parkers River West,Marine,Enterococci,42,No
351,Yarmouth,001,Barnstable,2024,2024-06-10 00:00:00,Parkers River West,Marine,Enterococci,10,No
351,Yarmouth,001,Barnstable,2024,2024-07-01 00:00:00,Parkers River West,Marine,Enterococci,64,No
351,Yarmouth,001,Barnstable,2024,2024-07-15 00:00:00,Parkers River West,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-06-26 00:00:00,Patuisset,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-02 00:00:00,Patuisset,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-10 00:00:00,Patuisset,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-08-07 00:00:00,Patuisset,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-08-21 00:00:00,Patuisset,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-07-17 00:00:00,Patuisset,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-31 00:00:00,Patuisset,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-08-14 00:00:00,Patuisset,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-08-28 00:00:00,Patuisset,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-06-05 00:00:00,Patuisset,Marine,Enterococci,53,No
036,Bourne,001,Barnstable,2024,2024-06-12 00:00:00,Patuisset,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-06-19 00:00:00,Patuisset,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-24 00:00:00,Patuisset,Marine,Enterococci,20,No
261,Sandwich,001,Barnstable,2024,2024-06-14 00:00:00,Peter's Pond RV Park @Main Beach,Fresh,E. Coli,5,No
261,Sandwich,001,Barnstable,2024,2024-08-20 00:00:00,Peter's Pond RV Park @Main Beach,Fresh,E. Coli,5,No
261,Sandwich,001,Barnstable,2024,2024-08-12 00:00:00,Peter's Pond RV Park @Main Beach,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-08-26 00:00:00,Peter's Pond RV Park @Main Beach,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-07-30 00:00:00,Peter's Pond RV Park @Main Beach,Fresh,E. Coli,15,No
261,Sandwich,001,Barnstable,2024,2024-08-20 00:00:00,Peter's Pond RV Park @Small Beach,Fresh,E. Coli,75,No
261,Sandwich,001,Barnstable,2024,2024-08-12 00:00:00,Peter's Pond RV Park @Small Beach,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-08-26 00:00:00,Peter's Pond RV Park @Small Beach,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-06-05 00:00:00,Peter's Pond RV Park @Small Beach,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-06-05 00:00:00,Peter's Pond RV Park @Main Beach,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-06-14 00:00:00,Peter's Pond RV Park @Small Beach,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-07-30 00:00:00,Peter's Pond RV Park @Small Beach,Fresh,E. Coli,15,No
261,Sandwich,001,Barnstable,2024,2024-07-22 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,25,No
261,Sandwich,001,Barnstable,2024,2024-08-21 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-08-29 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,5,No
261,Sandwich,001,Barnstable,2024,2024-06-10 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,30,No
261,Sandwich,001,Barnstable,2024,2024-07-30 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,5,No
261,Sandwich,001,Barnstable,2024,2024-07-08 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,5,No
261,Sandwich,001,Barnstable,2024,2024-08-12 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-06-17 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,2.5,No
261,Sandwich,001,Barnstable,2024,2024-07-15 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,20,No
261,Sandwich,001,Barnstable,2024,2024-08-27 00:00:00,Peter's Pond Town Park 1,Fresh,E. Coli,25,No
036,Bourne,001,Barnstable,2024,2024-06-26 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,74.6,No
036,Bourne,001,Barnstable,2024,2024-08-28 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,79.8,No
036,Bourne,001,Barnstable,2024,2024-08-14 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,1,No
036,Bourne,001,Barnstable,2024,2024-08-07 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,15,No
036,Bourne,001,Barnstable,2024,2024-06-19 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,78.6,No
036,Bourne,001,Barnstable,2024,2024-06-12 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,19.4,No
036,Bourne,001,Barnstable,2024,2024-07-17 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,36.4,No
036,Bourne,001,Barnstable,2024,2024-07-10 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,22.8,No
036,Bourne,001,Barnstable,2024,2024-06-05 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,8.2,No
036,Bourne,001,Barnstable,2024,2024-07-31 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,6.3,No
036,Bourne,001,Barnstable,2024,2024-08-21 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,2,No
036,Bourne,001,Barnstable,2024,2024-07-24 00:00:00,Picture Lake (Flax Pond),Fresh,E. Coli,87,No
036,Bourne,001,Barnstable,2024,2024-07-02 00:00:00,Picture Lake (Flax Pond),Fresh,Enterococci,57,No
224,Orleans,001,Barnstable,2024,2024-05-22 00:00:00,Pilgrim Lake,Fresh,E. Coli,2,No
224,Orleans,001,Barnstable,2024,2024-06-27 00:00:00,Pilgrim Lake,Fresh,E. Coli,1,No
224,Orleans,001,Barnstable,2024,2024-06-07 00:00:00,Pilgrim Lake,Fresh,E. Coli,8.5,No
224,Orleans,001,Barnstable,2024,2024-06-19 00:00:00,Pilgrim Lake,Fresh,E. Coli,46.6,No
224,Orleans,001,Barnstable,2024,2024-07-01 00:00:00,Pilgrim Lake,Fresh,E. Coli,2,No
224,Orleans,001,Barnstable,2024,2024-07-17 00:00:00,Pilgrim Lake,Fresh,E. Coli,8.2,No
224,Orleans,001,Barnstable,2024,2024-07-31 00:00:00,Pilgrim Lake,Fresh,E. Coli,1,No
224,Orleans,001,Barnstable,2024,2024-07-24 00:00:00,Pilgrim Lake,Fresh,E. Coli,1,No
224,Orleans,001,Barnstable,2024,2024-05-30 00:00:00,Pilgrim Lake,Fresh,E. Coli,10.4,No
224,Orleans,001,Barnstable,2024,2024-07-11 00:00:00,Pilgrim Lake,Fresh,E. Coli,4.1,No
224,Orleans,001,Barnstable,2024,2024-08-07 00:00:00,Pilgrim Lake,Fresh,E. Coli,4.1,No
224,Orleans,001,Barnstable,2024,2024-08-14 00:00:00,Pilgrim Lake,Fresh,E. Coli,1,No
224,Orleans,001,Barnstable,2024,2024-08-21 00:00:00,Pilgrim Lake,Fresh,E. Coli,50.6,No
224,Orleans,001,Barnstable,2024,2024-08-27 00:00:00,Pilgrim Lake,Fresh,E. Coli,1,No
224,Orleans,001,Barnstable,2024,2024-06-12 00:00:00,Pilgrim Lake,Fresh,E. Coli,3.1,No
041,Brewster,001,Barnstable,2024,2024-07-11 00:00:00,Pilgrim Pines Association,Marine,Enterococci,2005,Yes
041,Brewster,001,Barnstable,2024,2024-06-27 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-08-28 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-07-24 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-07-01 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-08-14 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-08-07 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-07-17 00:00:00,Pilgrim Pines Association,Marine,Enterococci,10,No
041,Brewster,001,Barnstable,2024,2024-08-21 00:00:00,Pilgrim Pines Association,Marine,Enterococci,31,No
041,Brewster,001,Barnstable,2024,2024-07-12 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-07-31 00:00:00,Pilgrim Pines Association,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-08-21 00:00:00,Pleasant Bay,Marine,Enterococci,10,No
126,Harwich,001,Barnstable,2024,2024-07-02 00:00:00,Pleasant Bay,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-06-05 00:00:00,Pleasant Bay,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-07-24 00:00:00,Pleasant Bay,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-06-11 00:00:00,Pleasant Road,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-05-20 00:00:00,Pleasant Road,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-06-26 00:00:00,Pleasant Road,Marine,Enterococci,10,No
126,Harwich,001,Barnstable,2024,2024-06-18 00:00:00,Pleasant Road,Marine,Enterococci,10,No
126,Harwich,001,Barnstable,2024,2024-06-04 00:00:00,Pleasant Road,Marine,Enterococci,10,No
126,Harwich,001,Barnstable,2024,2024-08-27 00:00:00,Pleasant Road,Marine,Enterococci,20,No
126,Harwich,001,Barnstable,2024,2024-08-13 00:00:00,Pleasant Road,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-07-10 00:00:00,Pleasant Road,Marine,Enterococci,20,No
126,Harwich,001,Barnstable,2024,2024-07-02 00:00:00,Pleasant Road,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-08-07 00:00:00,Pleasant Road,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-07-16 00:00:00,Pleasant Road,Marine,Enterococci,53,No
126,Harwich,001,Barnstable,2024,2024-05-28 00:00:00,Pleasant Road,Marine,Enterococci,10,No
126,Harwich,001,Barnstable,2024,2024-07-30 00:00:00,Pleasant Road,Marine,Enterococci,5,No
126,Harwich,001,Barnstable,2024,2024-07-23 00:00:00,Pleasant Road,Marine,Enterococci,53,No
126,Harwich,001,Barnstable,2024,2024-08-20 00:00:00,Pleasant Road,Marine,Enterococci,5,No
055,Chatham,001,Barnstable,2024,2024-06-26 00:00:00,Pleasant Street,Marine,Enterococci,20,No
055,Chatham,001,Barnstable,2024,2024-07-23 00:00:00,Pleasant Street,Marine,Enterococci,5,No
055,Chatham,001,Barnstable,2024,2024-06-11 00:00:00,Pleasant Street,Marine,Enterococci,5,No
055,Chatham,001,Barnstable,2024,2024-07-10 00:00:00,Pleasant Street,Marine,Enterococci,31,No
055,Chatham,001,Barnstable,2024,2024-08-27 00:00:00,Pleasant Street,Marine,Enterococci,5,No
055,Chatham,001,Barnstable,2024,2024-07-15 00:00:00,Pleasant Street,Marine,Enterococci,31,No
055,Chatham,001,Barnstable,2024,2024-08-21 00:00:00,Pleasant Street,Marine,Enterococci,10,No
055,Chatham,001,Barnstable,2024,2024-07-01 00:00:00,Pleasant Street,Marine,Enterococci,5,No
055,Chatham,001,Barnstable,2024,2024-06-04 00:00:00,Pleasant Street,Marine,Enterococci,5,No
055,Chatham,001,Barnstable,2024,2024-08-13 00:00:00,Pleasant Street,Marine,Enterococci,10,No
055,Chatham,001,Barnstable,2024,2024-07-30 00:00:00,Pleasant Street,Marine,Enterococci,5,No
055,Chatham,001,Barnstable,2024,2024-08-06 00:00:00,Pleasant Street,Marine,Enterococci,20,No
055,Chatham,001,Barnstable,2024,2024-06-17 00:00:00,Pleasant Street,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-08-21 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-08-28 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,20,No
036,Bourne,001,Barnstable,2024,2024-06-19 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-06-12 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-24 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,20,No
036,Bourne,001,Barnstable,2024,2024-07-31 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-06-26 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,10,No
036,Bourne,001,Barnstable,2024,2024-06-05 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-02 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-17 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-08-07 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-08-14 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,5,No
036,Bourne,001,Barnstable,2024,2024-07-10 00:00:00,Pocasset Beach Improvement Association,Marine,Enterococci,10,No
041,Brewster,001,Barnstable,2024,2024-07-15 00:00:00,Point of Rocks,Marine,Enterococci,20,No
041,Brewster,001,Barnstable,2024,2024-08-05 00:00:00,Point of Rocks,Marine,Enterococci,10,No
041,Brewster,001,Barnstable,2024,2024-06-03 00:00:00,Point of Rocks,Marine,Enterococci,10,No
041,Brewster,001,Barnstable,2024,2024-05-29 00:00:00,Point of Rocks,Marine,Enterococci,42,No
041,Brewster,001,Barnstable,2024,2024-08-26 00:00:00,Point of Rocks,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-06-10 00:00:00,Point of Rocks,Marine,Enterococci,53,No
041,Brewster,001,Barnstable,2024,2024-07-22 00:00:00,Point of Rocks,Marine,Enterococci,42,No
041,Brewster,001,Barnstable,2024,2024-06-17 00:00:00,Point of Rocks,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-06-24 00:00:00,Point of Rocks,Marine,Enterococci,10,No
041,Brewster,001,Barnstable,2024,2024-07-01 00:00:00,Point of Rocks,Marine,Enterococci,64,No
041,Brewster,001,Barnstable,2024,2024-07-30 00:00:00,Point of Rocks,Marine,Enterococci,10,No
041,Brewster,001,Barnstable,2024,2024-08-12 00:00:00,Point of Rocks,Marine,Enterococci,10,No
041,Brewster,001,Barnstable,2024,2024-07-08 00:00:00,Point of Rocks,Marine,Enterococci,5,No
041,Brewster,001,Barnstable,2024,2024-08-19 00:00:00,Point of Rocks,Marine,Enterococci,10,No
172,Mashpee,001,Barnstable,2024,2024-07-31 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,10,No
172,Mashpee,001,Barnstable,2024,2024-07-10 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-07-01 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-06-19 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,10,No
172,Mashpee,001,Barnstable,2024,2024-08-07 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,31,No
172,Mashpee,001,Barnstable,2024,2024-08-22 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-06-26 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,53,No
172,Mashpee,001,Barnstable,2024,2024-06-12 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-06-05 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-08-14 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-08-28 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-07-17 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,10,No
172,Mashpee,001,Barnstable,2024,2024-07-24 00:00:00,Popponesset Beach Association (Beach Road),Marine,Enterococci,20,No
172,Mashpee,001,Barnstable,2024,2024-08-07 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,10,No
172,Mashpee,001,Barnstable,2024,2024-07-24 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-07-17 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-08-14 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-06-05 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-08-28 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-08-21 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-06-19 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-07-10 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-07-31 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-06-26 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,10,No
172,Mashpee,001,Barnstable,2024,2024-06-12 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
172,Mashpee,001,Barnstable,2024,2024-07-01 00:00:00,Popponesset Beach Association (Bluff Ave.),Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-06-05 00:00:00,Powers Landing,Marine,Enterococci,10,No
318,Wellfleet,001,Barnstable,2024,2024-07-17 00:00:00,Powers Landing,Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-07-31 00:00:00,Powers Landing,Marine,Enterococci,31,No
318,Wellfleet,001,Barnstable,2024,2024-06-18 00:00:00,Powers Landing,Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-07-08 00:00:00,Powers Landing,Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-06-26 00:00:00,Powers Landing,Marine,Enterococci,10,No
318,Wellfleet,001,Barnstable,2024,2024-08-14 00:00:00,Powers Landing,Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-07-24 00:00:00,Powers Landing,Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-08-07 00:00:00,Powers Landing,Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-06-12 00:00:00,Powers Landing,Marine,Enterococci,10,No
318,Wellfleet,001,Barnstable,2024,2024-08-21 00:00:00,Powers Landing,Marine,Enterococci,5,No
318,Wellfleet,001,Barnstable,2024,2024-08-28 00:00:00,Powers Landing,Marine,Enterococci,31,No
318,Wellfleet,001,Barnstable,2024,2024-07-02 00:00:00,Powers Landing,Marine,Enterococci,5,No
075,Dennis,001,Barnstable,2024,2024-07-01 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,13.2,No
075,Dennis,001,Barnstable,2024,2024-08-05 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,2,No
075,Dennis,001,Barnstable,2024,2024-07-29 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,8.2,No
075,Dennis,001,Barnstable,2024,2024-07-16 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,10.9,No
075,Dennis,001,Barnstable,2024,2024-06-03 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,4,No
075,Dennis,001,Barnstable,2024,2024-07-08 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,8.6,No
075,Dennis,001,Barnstable,2024,2024-08-26 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,4.1,No
075,Dennis,001,Barnstable,2024,2024-06-10 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,9.7,No
075,Dennis,001,Barnstable,2024,2024-06-17 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,1,No
075,Dennis,001,Barnstable,2024,2024-08-12 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,26.6,No
075,Dennis,001,Barnstable,2024,2024-08-19 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,3.1,No
075,Dennis,001,Barnstable,2024,2024-07-22 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,4.1,No
075,Dennis,001,Barnstable,2024,2024-06-24 00:00:00,Princess Beach-Scargo Lake,Fresh,E. Coli,8.4,No
242,Provincetown,001,Barnstable,2024,2024-07-01 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-08-19 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-07-15 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-07-22 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-08-26 00:00:00,Provincetown Inn East,Marine,Enterococci,31,No
242,Provincetown,001,Barnstable,2024,2024-06-25 00:00:00,Provincetown Inn East,Marine,Enterococci,10,No
242,Provincetown,001,Barnstable,2024,2024-07-29 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-07-10 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-08-12 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-08-05 00:00:00,Provincetown Inn East,Marine,Enterococci,53,No
242,Provincetown,001,Barnstable,2024,2024-06-03 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-06-17 00:00:00,Provincetown Inn East,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-06-11 00:00:00,Provincetown Inn East,Marine,Enterococci,10,No
242,Provincetown,001,Barnstable,2024,2024-07-29 00:00:00,Provincetown Inn Rotary,Marine,Enterococci,20,No
242,Provincetown,001,Barnstable,2024,2024-07-15 00:00:00,Provincetown Inn Rotary,Marine,Enterococci,20,No
242,Provincetown,001,Barnstable,2024,2024-06-25 00:00:00,Provincetown Inn Rotary,Marine,Enterococci,53,No
242,Provincetown,001,Barnstable,2024,2024-07-01 00:00:00,Provincetown Inn Rotary,Marine,Enterococci,5,No
242,Provincetown,001,Barnstable,2024,2024-08-19 00:00:00,Provincetown Inn Rotary,Marine,Enterococci,5,No
